Time,CMX1,CMY1,CMX2,CMY2,CMX3,CMY3
3.19864,0.1571182,0.156947,0.1024116,0.0712261,0.3464518,0.4533626
3.298508,0.1580719,0.1695996,0.1034871,0.08037113,0.3468872,0.477953
3.398456,0.1590039,0.1826918,0.1045537,0.08989768,0.3472365,0.5032391
3.498473,0.159943,0.1962276,0.1056565,0.09981297,0.3474948,0.5291562
3.598571,0.1609244,0.2101481,0.1068148,0.1100568,0.3477467,0.5555718
3.69875,0.1619457,0.224391,0.108021,0.1205621,0.3480019,0.5824507
3.798991,0.1629817,0.2389375,0.109255,0.1312979,0.3482078,0.6098496
3.899227,0.1640357,0.2538128,0.1105161,0.1422965,0.3483928,0.6377664
3.999449,0.1651135,0.2691247,0.1117974,0.1536954,0.3486214,0.6662175
4.099663,0.1662184,0.2848248,0.1131112,0.1654343,0.3488751,0.6951974
4.199875,0.1673609,0.3008446,0.1144685,0.1774378,0.3491507,0.7246743
4.296385,0.1684563,0.3165871,0.1157736,0.1892804,0.3494074,0.7534648
4.39661,0.1695631,0.333313,0.1171149,0.2019162,0.3495929,0.7838301
4.496836,0.1706535,0.3504467,0.1184549,0.2149256,0.349726,0.8146843
4.597071,0.1717227,0.3679466,0.1197969,0.2282709,0.3497722,0.8459874
4.697325,0.1728118,0.3857839,0.1211853,0.2419181,0.34976,0.8777157
4.797604,0.1739412,0.4039348,0.12264,0.2558544,0.3496963,0.909819
4.89785,0.175179,0.4223897,0.1242189,0.2700789,0.3496703,0.9423005
4.998055,0.1765038,0.4411488,0.1258928,0.2845658,0.3496865,0.9752296
5.098238,0.1778454,0.4602255,0.1276018,0.2993154,0.3496586,1.00864
5.198416,0.1791704,0.4797185,0.1293088,0.3144313,0.3495751,1.042589
5.298657,0.1804768,0.4996213,0.1310064,0.3299591,0.3494492,1.076923
5.399042,0.1818019,0.5198959,0.1327237,0.3458368,0.3493366,1.111663
5.499452,0.1832051,0.5404752,0.1345181,0.362031,0.3492877,1.146642
5.599853,0.1846517,0.5612741,0.1363573,0.3784659,0.3492787,1.181767
5.696496,0.1860029,0.5816353,0.1381178,0.3945585,0.3491441,1.216093
5.796708,0.1874081,0.6030597,0.1399704,0.4115127,0.3489301,1.252093
5.896733,0.1888241,0.6247775,0.1418468,0.428806,0.3486836,1.288205
5.996693,0.1903404,0.6467695,0.1438147,0.4464389,0.3485506,1.324377
6.096554,0.1918593,0.6690326,0.1458119,0.4644009,0.3483395,1.360642
6.196358,0.1933302,0.6914983,0.147805,0.482639,0.347972,1.396839
6.29982,0.194858,0.7149451,0.1499134,0.5017851,0.347482,1.434209
6.399545,0.1963541,0.7376679,0.1519748,0.5204686,0.3470301,1.469906
6.499247,0.1978535,0.7604861,0.1540585,0.5394003,0.3465403,1.50502
6.599094,0.1993992,0.7835269,0.1561735,0.5587104,0.3461692,1.539773
6.699338,0.2009208,0.8068279,0.1582395,0.5784048,0.3458991,1.574362
6.799634,0.20243,0.8303222,0.1602794,0.598432,0.3456966,1.608685
6.899914,0.2039658,0.8540235,0.1623425,0.6188047,0.3455568,1.642741
6.9964,0.2054313,0.8769368,0.164302,0.6386307,0.3454761,1.675237
7.096479,0.2069471,0.9007992,0.1663275,0.6594311,0.3454121,1.708588
7.196484,0.2084896,0.9248723,0.1683813,0.6805574,0.3453738,1.7418
7.296432,0.2100298,0.949227,0.1704319,0.7020527,0.3453461,1.77504
7.39648,0.2115412,0.9738874,0.1724494,0.7239436,0.3453138,1.808291
7.496673,0.2131074,0.998711,0.1745309,0.7460932,0.3453056,1.841383
7.596733,0.2147321,1.023757,0.17667,0.7684108,0.3453475,1.874877
7.696763,0.2163277,1.049171,0.178753,0.7910441,0.3454427,1.90893
7.796765,0.2179767,1.074897,0.1808818,0.8140845,0.3456114,1.943031
7.896726,0.2196132,1.100945,0.1829812,0.8375179,0.345825,1.977265
7.996613,0.2212321,1.1273,0.1850519,0.8612609,0.3460617,2.01179
8.096784,0.2228697,1.153931,0.1871408,0.8852567,0.3463171,2.046591
8.197452,0.2245458,1.180792,0.1892581,0.9094229,0.346629,2.081708
8.298453,0.2262828,1.208006,0.191416,0.9339661,0.3470484,2.117095
8.399637,0.2280491,1.235447,0.1935698,0.9588679,0.3476053,2.152393
8.496971,0.2298411,1.262107,0.1957047,0.9832375,0.3483297,2.186216
8.598094,0.2317645,1.290032,0.1979446,1.008928,0.3492868,2.221123
8.699304,0.2337064,1.318165,0.2001595,1.034856,0.350404,2.256176
8.796807,0.2356885,1.345564,0.2023773,1.06019,0.3516541,2.290081
8.897901,0.2377092,1.374547,0.2046073,1.086966,0.3530214,2.32602
8.999067,0.2397201,1.403998,0.206805,1.114227,0.3544531,2.362358
9.096517,0.2416874,1.432554,0.2089418,1.140759,0.3559009,2.397296
9.19772,0.2437853,1.462378,0.2112095,1.168487,0.3574853,2.433743
9.298845,0.2458835,1.492464,0.2134536,1.196472,0.359148,2.470467
9.399888,0.2480257,1.522886,0.2157199,1.224859,0.3609174,2.507334
9.497085,0.2501813,1.552537,0.2179934,1.252586,0.3627066,2.543107
9.597875,0.2523803,1.583611,0.2203005,1.281661,0.3645754,2.580614
9.698496,0.2545745,1.614776,0.2225954,1.310798,0.3664525,2.618398
9.798951,0.2568386,1.646009,0.2249625,1.340046,0.3683675,2.656228
9.899261,0.2591777,1.677442,0.2274084,1.369587,0.37032,2.694044
9.99959,0.2615267,1.709172,0.2298639,1.399541,0.3722825,2.731835
10.09655,0.2638092,1.740063,0.2322459,1.428828,0.3742018,2.768226
10.19766,0.2661943,1.772383,0.2347355,1.459528,0.3762013,2.806111
10.29876,0.2686442,1.804954,0.2372996,1.490598,0.3782253,2.843826
10.39981,0.2711123,1.837824,0.2398821,1.52207,0.3802653,2.881448
10.49709,0.2734962,1.869811,0.2423706,1.552771,0.3822633,2.917762
10.59804,0.2759521,1.90321,0.2449205,1.584829,0.3843759,2.955617
10.6989,0.2784179,1.936865,0.2474607,1.61712,0.386569,2.993733
10.79971,0.2809385,1.97084,0.2500319,1.649772,0.3888952,3.031988
10.89673,0.2833993,2.003806,0.2525114,1.681518,0.3912831,3.068901
10.99744,0.2860245,2.038194,0.2551219,1.714687,0.3939507,3.107285
11.09815,0.2886292,2.072743,0.2576693,1.748081,0.3967562,3.145686
11.19902,0.2912835,2.107723,0.2602255,1.7819,0.3997447,3.184566
11.29643,0.2938703,2.141848,0.2626814,1.814889,0.402786,3.222557
11.39764,0.2965886,2.177493,0.2652296,1.849369,0.4060978,3.262238
11.49882,0.2993283,2.213282,0.2677637,1.884096,0.4095513,3.301764
11.5963,0.3019874,2.247946,0.2701902,1.917882,0.4130175,3.3396
11.69746,0.3047865,2.284109,0.2727239,1.953233,0.416741,3.378789
11.79853,0.307613,2.320344,0.2752634,1.988707,0.4205671,3.417919
11.89972,0.3104727,2.356812,0.2778122,2.024531,0.4245001,3.456927
11.99726,0.3132551,2.39211,0.2802796,2.059348,0.4283741,3.494215
12.0985,0.3161853,2.428867,0.2828741,2.095695,0.4324712,3.532741
12.19957,0.3191363,2.465862,0.2854795,2.132347,0.4366201,3.571253
12.29699,0.3220204,2.501873,0.2880258,2.168084,0.4406716,3.608482
12.39821,0.3250653,2.53954,0.2907244,2.205508,0.4449172,3.647232
12.49941,0.3281331,2.577442,0.2934483,2.243198,0.4491786,3.686084
12.59681,0.3311006,2.614302,0.296094,2.27989,0.4532667,3.723745
12.69792,0.3342334,2.652875,0.2989113,2.3183,0.4574975,3.763164
12.799,0.3373599,2.691683,0.3017312,2.356935,0.4616863,3.802861
12.8963,0.3403724,2.729383,0.3044643,2.394514,0.4656719,3.841279
12.99732,0.3434813,2.768718,0.3072937,2.433782,0.4697724,3.881214
13.0983,0.3466221,2.808151,0.3101725,2.473211,0.4738455,3.921065
13.19928,0.3497633,2.847871,0.31306,2.51306,0.477883,3.960811
13.29665,0.3527634,2.886385,0.3158294,2.55177,0.4817182,3.999137
13.39779,0.3559013,2.926532,0.3187449,2.592153,0.4856689,4.038999
13.499,0.3590466,2.966994,0.3216794,2.632887,0.4895858,4.079076
13.59648,0.3621354,3.006108,0.3245848,2.672312,0.4933455,4.11771
13.69776,0.3653016,3.046929,0.3275699,2.713547,0.4971811,4.157708
13.79898,0.3684919,3.087967,0.3305977,2.755101,0.5009784,4.197588
13.89635,0.3716095,3.127576,0.3335842,2.795252,0.5045875,4.235932
13.99755,0.3748437,3.168993,0.3367002,2.837279,0.5082571,4.275915
14.09869,0.3780711,3.210644,0.339843,2.879566,0.51181,4.315989
14.19987,0.3813214,3.252439,0.3430331,2.922026,0.5152896,4.356061
14.2973,0.3845182,3.292957,0.3462032,2.963299,0.5185931,4.394557
14.39849,0.387808,3.33509,0.349486,3.006302,0.5219246,4.434234
14.49968,0.391122,3.37744,0.3528157,3.049629,0.5251917,4.473701
14.59715,0.3943496,3.418424,0.3560783,3.0916,0.5283072,4.51169
14.69832,0.3977386,3.461165,0.3595225,3.135347,0.5315078,4.551291
14.79947,0.4011073,3.504296,0.3629668,3.179451,0.5346193,4.591352
14.89691,0.4043723,3.546086,0.3663266,3.222147,0.5375695,4.630243
14.99803,0.4078168,3.589765,0.3698908,3.266794,0.540597,4.67083
15.09913,0.4112492,3.633763,0.3734637,3.311837,0.5435556,4.711546
15.19648,0.4145836,3.67628,0.3769562,3.355459,0.5463553,4.750625
15.29761,0.4180687,3.720753,0.3806255,3.401214,0.5492145,4.79118
15.39876,0.4216081,3.765342,0.3843721,3.447173,0.5520405,4.831593
15.4999,0.4251373,3.810219,0.3881251,3.493529,0.5548068,4.871975
15.59733,0.4285624,3.853578,0.3917816,3.538374,0.5574403,4.910787
15.69854,0.4321683,3.898816,0.3956415,3.585273,0.5601717,4.950927
15.79971,0.4357507,3.944237,0.399483,3.632437,0.5628706,4.990859
15.89704,0.4392626,3.988033,0.403254,3.677967,0.5654957,5.02908
15.998,0.4429447,4.033666,0.4072029,3.725462,0.5682664,5.068634
16.09886,0.4466459,4.079313,0.4111674,3.77297,0.5710737,5.108055
16.19968,0.4504059,4.125165,0.4151803,3.820714,0.5739702,5.14751
16.29688,0.4540698,4.169418,0.4190786,3.866786,0.5768461,5.185474
16.39792,0.4579249,4.215672,0.4231615,3.914873,0.5799285,5.225249
16.49894,0.4618651,4.262228,0.4273176,3.963126,0.5831371,5.26564
16.59631,0.4656698,4.307397,0.4313117,4.009816,0.5862971,5.305183
16.69747,0.4696665,4.354592,0.4354902,4.058523,0.589671,5.346645
16.79855,0.4736939,4.401931,0.4396872,4.107347,0.5931281,5.388225
16.89968,0.4777481,4.449547,0.4438993,4.15641,0.5966436,5.43007
16.9971,0.4817047,4.495642,0.448011,4.203855,0.6000739,5.470644
17.09828,0.4858381,4.543818,0.4523017,4.253408,0.6036618,5.513111
17.19943,0.4900389,4.592019,0.456671,4.303032,0.6072815,5.555409
17.29686,0.4941052,4.638597,0.4609007,4.351117,0.6107844,5.595821
17.398,0.4983568,4.686979,0.4653293,4.401156,0.6144263,5.637455
17.49922,0.5026331,4.735686,0.4697971,4.451607,0.6180484,5.67909
17.59661,0.5067389,4.782627,0.4741067,4.500296,0.6214658,5.718962
17.6978,0.5110622,4.83177,0.4786727,4.551268,0.6249639,5.760735
17.79896,0.5153826,4.881197,0.4832706,4.60238,0.6283402,5.803222
17.89636,0.5195585,4.929211,0.4877416,4.651923,0.6315035,5.844955
17.99751,0.5239147,4.979266,0.4924357,4.703487,0.6347016,5.888779
18.09859,0.528292,5.029686,0.4971848,4.755417,0.6378007,5.933016
18.19962,0.5326741,5.080228,0.5019652,4.807455,0.6408189,5.977383
18.29701,0.5369116,5.129286,0.5066119,4.857991,0.6436525,6.020376
18.39822,0.5413459,5.180323,0.5114974,4.910589,0.6465413,6.064981
18.49941,0.5457889,5.231592,0.5164106,4.963502,0.6493693,6.10957
18.59686,0.5501543,5.280987,0.5212533,5.014563,0.6520961,6.152239
18.69803,0.5546556,5.332483,0.5262572,5.067857,0.6548727,6.19652
18.79923,0.5591825,5.384068,0.5312899,5.121275,0.6576593,6.240723
18.89668,0.5635627,5.434007,0.5361573,5.172992,0.660358,6.283483
18.99789,0.5681221,5.485979,0.5412196,5.226789,0.6631758,6.328032
19.09904,0.5727638,5.53816,0.5463646,5.2808,0.6660703,6.372788
19.19646,0.5772746,5.588535,0.551355,5.332945,0.6689093,6.415999
19.29761,0.5820316,5.641001,0.556599,5.387309,0.6719636,6.460873
19.39878,0.5868118,5.693595,0.5618455,5.441859,0.6751069,6.505686
19.49996,0.5916688,5.74634,0.5671561,5.496628,0.6783802,6.550446
19.59738,0.5963503,5.79727,0.5722482,5.54956,0.6816237,6.593514
19.69856,0.6012488,5.850221,0.5775536,5.604663,0.6851056,6.638028
19.79971,0.6061892,5.903354,0.5828816,5.660024,0.6886981,6.682423
19.89715,0.6110369,5.954605,0.5880941,5.713419,0.6922766,6.725219
19.99827,0.6161304,6.008142,0.5935499,5.769116,0.696104,6.770123
20.09942,0.6213078,6.061825,0.5990766,5.824882,0.7000626,6.815422
20.19688,0.6263353,6.113862,0.60443,5.878887,0.7039473,6.859528
20.29801,0.6316158,6.167931,0.6100377,5.934981,0.7080725,6.905479
20.39914,0.6369154,6.222205,0.6156555,5.991287,0.7122443,6.951668
20.49652,0.6420713,6.274582,0.6211139,6.045659,0.7163267,6.996178
20.59763,0.6474297,6.329086,0.62678,6.102259,0.7205914,7.042489
20.69877,0.6528438,6.383853,0.6325004,6.159144,0.7249085,7.089016
20.79984,0.6582863,6.438735,0.6382421,6.21611,0.7292723,7.135782
20.89718,0.663538,6.491849,0.6437631,6.27124,0.7335415,7.18107
20.99834,0.6690181,6.547071,0.6495107,6.328592,0.7380503,7.228128
21.09948,0.6745398,6.602443,0.6552868,6.386169,0.742649,7.275139
21.19694,0.6799073,6.655861,0.6608827,6.441761,0.7471832,7.320371
21.29814,0.685531,6.711484,0.6667273,6.499689,0.7519937,7.367318
21.39937,0.6911735,6.767301,0.6725579,6.557867,0.7569246,7.414247
21.49677,0.6966566,6.821056,0.6781994,6.613932,0.7618026,7.459339
21.59795,0.7024537,6.877133,0.6841411,6.672437,0.767049,7.506303
21.69908,0.7082914,6.933239,0.6900957,6.730954,0.7724426,7.553385
21.79651,0.7139977,6.987512,0.6958928,6.787537,0.7777994,7.598989
21.89768,0.7199731,7.044061,0.7019317,6.846473,0.7835194,7.646606
21.99885,0.7259994,7.10079,0.7079882,6.905595,0.7894022,7.694406
22.09995,0.7320935,7.157729,0.7140861,6.964942,0.7954492,7.742363
22.19733,0.7380516,7.212683,0.7200244,7.022219,0.8014481,7.788677
22.2984,0.7442727,7.270003,0.7261923,7.08196,0.8078284,7.836956
22.39963,0.7505794,7.327527,0.7324178,7.141922,0.8144003,7.885409
22.49701,0.7566717,7.38303,0.7384009,7.199791,0.8208668,7.932118
22.5982,0.7630423,7.440883,0.74463,7.260133,0.8277354,7.98076
22.69934,0.7694209,7.498766,0.7508381,7.320531,0.8347207,8.029416
22.79671,0.7756029,7.554695,0.7568319,7.378921,0.8415758,8.076348
22.89786,0.7820362,7.612854,0.7630469,7.439638,0.8487908,8.125199
22.999,0.7885262,7.671181,0.7693037,7.500515,0.8561145,8.174237
23.09642,0.7947809,7.727591,0.7753171,7.55936,0.8632385,8.221734
23.1975,0.801293,7.786259,0.7815602,7.62056,0.8707146,8.271193
23.29862,0.8078046,7.845284,0.7877873,7.68213,0.8782476,8.320926
23.39969,0.8143145,7.904368,0.793999,7.743765,0.8858282,8.370719
23.49714,0.8205626,7.96138,0.7999472,7.803237,0.8931514,8.41875
23.59836,0.8270976,8.020743,0.8061753,7.865155,0.9007864,8.468751
23.6996,0.8336398,8.080183,0.8124124,7.927112,0.9084194,8.518911
23.79702,0.8399358,8.137498,0.8184196,7.986829,0.9157587,8.567228
23.89818,0.8464827,8.197083,0.8246708,8.048957,0.9233724,8.617264
23.99937,0.8529977,8.256626,0.8308922,8.111122,0.9309436,8.667063
24.09674,0.8592494,8.31398,0.8368705,8.171044,0.9381859,8.714816
24.1979,0.8656909,8.373628,0.8430347,8.233389,0.9456315,8.76432
24.29904,0.8720899,8.433244,0.8491661,8.295741,0.9530006,8.813681
24.39644,0.8781474,8.490799,0.8549721,8.355982,0.9599714,8.861186
24.49762,0.8843728,8.550684,0.8609485,8.418764,0.9670991,8.910324
24.59881,0.8905045,8.610606,0.8668483,8.481728,0.9740793,8.959152
24.69998,0.896534,8.670702,0.8726679,8.544978,0.9808855,9.007854
24.79738,0.9022596,8.728759,0.8782159,8.606134,0.9872728,9.054784
24.89854,0.908093,8.789141,0.8838923,8.66981,0.9937074,9.103495
24.99967,0.9138529,8.849615,0.8895276,8.733675,0.9999569,9.152107
25.09708,0.9192816,8.908045,0.8948633,8.795423,1.005773,9.198987
25.19821,0.9248268,8.968927,0.9003433,8.859748,1.01162,9.247936
25.2994,0.9302767,9.030225,0.9057556,8.924409,1.017279,9.297544
25.39683,0.9354353,9.089792,0.9108986,8.987066,1.022569,9.346223
25.49794,0.9407188,9.15216,0.916185,9.052475,1.027918,9.397721
25.59907,0.9459123,9.214809,0.9213978,9.118073,1.033123,9.449876
25.69646,0.950833,9.275295,0.9263547,9.181411,1.037999,9.500239
25.79756,0.9558633,9.338058,0.9314464,9.24726,1.042909,9.552147
25.89876,0.9608076,9.400599,0.9364816,9.313135,1.047644,9.603133
25.99986,0.9656711,9.46281,0.9414666,9.378972,1.0522,9.652848
26.09722,0.9702867,9.522614,0.9462264,9.442508,1.056428,9.699703
26.19838,0.9750071,9.584642,0.951121,9.508603,1.060674,9.747525
26.29951,0.9796936,9.646473,0.9559971,9.574609,1.064826,9.794664
26.39689,0.9841717,9.705999,0.9606635,9.638143,1.068772,9.839944
26.49798,0.9888068,9.767907,0.9654909,9.704083,1.072856,9.887238
26.59911,0.9934743,9.829923,0.9703404,9.769983,1.07699,9.934932
26.69652,0.998004,9.889807,0.9750297,9.833433,1.081048,9.981461
26.79765,1.002773,9.952353,0.9799459,9.899461,1.085379,10.0307
26.8988,1.007645,10.01553,0.9849432,9.965848,1.089868,10.08129
26.99995,1.012601,10.07952,0.9900048,10.03273,1.094505,10.13361
27.09733,1.017445,10.14183,0.9949331,10.09756,1.099086,10.18561
27.19844,1.022526,10.20717,1.000091,10.16526,1.103926,10.24108
27.29958,1.027661,10.27308,1.005296,10.2333,1.108836,10.29784
27.39694,1.03262,10.33697,1.010321,10.29907,1.113588,10.35353
27.49804,1.037788,10.40365,1.015556,10.36754,1.118544,10.41216
27.5991,1.042966,10.4705,1.020805,10.43611,1.123507,10.47126
27.69642,1.047965,10.53498,1.02588,10.5022,1.128275,10.52845
27.79751,1.053193,10.60207,1.031195,10.57093,1.13324,10.58803
27.89862,1.058435,10.66929,1.036529,10.63976,1.138191,10.64778
27.99971,1.063678,10.73656,1.041871,10.70864,1.143117,10.70767
28.09704,1.068741,10.8014,1.047035,10.77501,1.147853,10.76545
28.1982,1.074002,10.86889,1.052405,10.84406,1.152752,10.8257
28.29939,1.079241,10.93655,1.057761,10.91322,1.157608,10.88625
28.39679,1.084267,11.00179,1.062906,10.97987,1.162244,10.9448
28.49791,1.089475,11.06956,1.068244,11.04908,1.167028,11.00568
28.59904,1.094673,11.13741,1.07358,11.11836,1.171778,11.06664
28.69646,1.099664,11.2029,1.07871,11.18523,1.17631,11.12549
28.7976,1.104839,11.27109,1.084035,11.25483,1.180989,11.18685
28.89874,1.109995,11.33946,1.089344,11.32455,1.185633,11.24853
28.99983,1.115114,11.40787,1.094621,11.39425,1.190221,11.31048
29.09718,1.120024,11.47387,1.099687,11.46144,1.194607,11.37041
29.19827,1.125089,11.54266,1.104916,11.53139,1.199117,11.43309
29.29937,1.130118,11.6117,1.110107,11.60153,1.20358,11.49623
29.39676,1.134915,11.67834,1.115063,11.66917,1.207819,11.55737
29.4979,1.139878,11.74761,1.120191,11.73943,1.212203,11.62105
29.59905,1.144826,11.81694,1.125306,11.80972,1.216568,11.68486
29.69652,1.149572,11.8838,1.130212,11.8775,1.22075,11.74642
29.79767,1.154483,11.95327,1.135285,11.9479,1.225078,11.81045
29.8988,1.159398,12.02284,1.140354,12.01838,1.229433,11.87466
29.99988,1.16431,12.0925,1.145413,12.08892,1.233797,11.93912
30.09724,1.169012,12.15973,1.15025,12.15694,1.237995,12.00151
30.19834,1.173855,12.22969,1.155229,12.22768,1.242329,12.06666
30.29948,1.178692,12.29981,1.160202,12.29852,1.246671,12.13219
30.39687,1.183365,12.36745,1.165002,12.36681,1.250875,12.19566
30.49802,1.18823,12.43784,1.169994,12.43781,1.255262,12.26194
30.59914,1.193093,12.50832,1.174975,12.50885,1.259657,12.32857
30.69652,1.197784,12.57631,1.179769,12.57731,1.263921,12.39308
30.79763,1.202647,12.64697,1.18473,12.64842,1.26836,12.46036
30.89878,1.207499,12.71777,1.189675,12.7196,1.272809,12.52802
30.99993,1.212332,12.78867,1.194601,12.79083,1.27724,12.59603
31.0973,1.217004,12.85703,1.199357,12.85943,1.281532,12.66183
31.19837,1.22187,12.92809,1.204306,12.93067,1.286012,12.7305
31.29945,1.226745,12.99928,1.209252,13.00197,1.290513,12.79957
31.39679,1.231437,13.06798,1.214004,13.07069,1.294859,12.8665
31.49789,1.236294,13.1395,1.218918,13.14215,1.299367,12.9365
31.59902,1.241151,13.21119,1.22383,13.2137,1.30389,13.00697
31.6964,1.245835,13.28033,1.228568,13.28261,1.30825,13.0752
31.79754,1.250737,13.35217,1.233528,13.35415,1.312803,13.14639
31.89865,1.255654,13.42403,1.238496,13.42563,1.317383,13.21786
31.99977,1.260581,13.49588,1.243464,13.49705,1.321989,13.28955
32.09713,1.26534,13.56503,1.248253,13.56571,1.326465,13.35878
32.19823,1.270269,13.63685,1.253208,13.63698,1.33111,13.43085
32.2994,1.275183,13.70883,1.258143,13.70842,1.335768,13.50307
32.3968,1.279886,13.77827,1.262862,13.77736,1.340242,13.57269
32.49791,1.284738,13.85055,1.267727,13.84914,1.344879,13.64513
32.59901,1.289561,13.92299,1.272557,13.92106,1.349508,13.71777
32.69636,1.294201,13.99284,1.2772,13.99039,1.353977,13.78793
32.79747,1.299023,14.0655,1.282023,14.06246,1.358628,13.86104
32.89859,1.303849,14.13828,1.286843,14.13461,1.363293,13.93439
32.99972,1.308654,14.21117,1.291639,14.20685,1.367953,14.00797
33.09705,1.313259,14.28145,1.296228,14.27646,1.372433,14.079
33.19817,1.318015,14.35454,1.300964,14.34881,1.377075,14.15305
33.29927,1.322738,14.4277,1.305662,14.42117,1.381699,14.22733
33.39663,1.327249,14.49826,1.310148,14.49094,1.386132,14.29909
33.49774,1.331908,14.5717,1.314779,14.56354,1.390723,14.37389
33.59883,1.33654,14.64527,1.319385,14.63622,1.395288,14.44896
33.69996,1.34116,14.71897,1.32398,14.70898,1.399841,14.52433
33.79733,1.34559,14.79,1.328386,14.77905,1.404207,14.59717
33.89842,1.350175,14.86383,1.332944,14.85181,1.408733,14.67309
33.99952,1.35474,14.93776,1.337479,14.92463,1.413247,14.74931
34.09692,1.359114,15.00907,1.341821,14.99484,1.417582,14.82302
34.19803,1.363635,15.08317,1.346308,15.06772,1.42207,14.8998
34.29911,1.368149,15.15728,1.350784,15.14059,1.426559,14.97681
34.39646,1.372487,15.22875,1.355081,15.2108,1.430887,15.05123
34.49754,1.376985,15.3031,1.359528,15.28383,1.435395,15.12877
34.59863,1.381469,15.3776,1.363954,15.35697,1.439914,15.2066
34.69972,1.385942,15.45214,1.368361,15.43009,1.444446,15.28472
34.79705,1.390237,15.52391,1.372583,15.50044,1.44882,15.36015
34.89812,1.394691,15.59842,1.376949,15.57345,1.453387,15.43863
34.99919,1.399131,15.67288,1.381289,15.64639,1.457968,15.51725
35.09653,1.403385,15.74446,1.385437,15.7165,1.46238,15.59306
35.19757,1.407768,15.81859,1.389704,15.78907,1.46695,15.67178
35.29861,1.412114,15.89255,1.393923,15.86147,1.471506,15.75051
35.39969,1.416414,15.96642,1.398087,15.93379,1.476044,15.82922
35.49705,1.420496,16.03759,1.402026,16.0035,1.480396,15.90503
35.59816,1.424652,16.11159,1.406024,16.07603,1.484876,15.98378
35.69926,1.428721,16.18565,1.409923,16.14865,1.489314,16.06254
35.7966,1.432561,16.25702,1.413586,16.21867,1.493551,16.13837
35.89769,1.436465,16.33122,1.417291,16.29153,1.497907,16.21718
35.99878,1.440276,16.40548,1.420893,16.36449,1.502207,16.29605
36.09986,1.443993,16.47977,1.424386,16.43754,1.506449,16.37491
36.1972,1.447477,16.55135,1.427643,16.50798,1.510481,16.45085
36.29827,1.450991,16.62579,1.43091,16.58129,1.514602,16.52977
36.39936,1.454405,16.70044,1.434068,16.65485,1.518659,16.60885
36.49672,1.457604,16.77256,1.43701,16.72595,1.522511,16.68516
36.59782,1.460841,16.84765,1.439971,16.80001,1.526467,16.7646
36.69892,1.463984,16.92289,1.442827,16.87423,1.530371,16.8442
36.79628,1.466923,16.99544,1.445483,16.94582,1.534074,16.92098
36.89739,1.469899,17.07088,1.448156,17.02027,1.537875,17.00079
