Time,Velx1,Vely1,Velx2,Vely2,Velx3,Vely3
19.09834,0.04726736,0.6139096,0.04935272,0.5946336,0.04304675,0.6244069
19.19955,0.04749955,0.6161613,0.04955644,0.5970859,0.04329014,0.6263084
19.29698,0.04774565,0.6182404,0.04974688,0.5993652,0.04361443,0.6281052
19.39816,0.04802572,0.6204632,0.04995586,0.6018502,0.04397112,0.6299254
19.49929,0.04834849,0.6225994,0.05019938,0.6042237,0.04444363,0.6317031
19.59672,0.0487014,0.6247061,0.05043374,0.6065647,0.0449641,0.6334507
19.69785,0.04911298,0.6268985,0.05070881,0.6089753,0.04558938,0.6353406
19.79899,0.04957283,0.6290542,0.05100992,0.6113297,0.04631368,0.6371973
19.8964,0.05005706,0.6312424,0.05131773,0.6137215,0.04707555,0.6391559
19.99756,0.05060222,0.6333869,0.0516751,0.6160343,0.04794077,0.6411021
20.09867,0.05115499,0.6356732,0.05204162,0.618533,0.04882736,0.6431339
20.1999,0.05174277,0.6378522,0.05241163,0.6209351,0.04976291,0.6450496
20.29727,0.05231083,0.6399866,0.05277423,0.6232739,0.05070932,0.6469096
20.39846,0.05292761,0.6422015,0.0531522,0.6257194,0.05171025,0.6488513
20.49956,0.05356797,0.6443777,0.0535678,0.6281146,0.05271825,0.6507548
20.59694,0.05418997,0.6465656,0.05398028,0.6305177,0.05368013,0.6526942
20.69814,0.05481817,0.648811,0.05439036,0.6329822,0.05467243,0.6546962
20.79933,0.05544408,0.651085,0.0547825,0.6355053,0.05567571,0.6567031
20.89681,0.0560284,0.6533569,0.05514765,0.6380421,0.05662353,0.6587157
20.99799,0.05661186,0.6556277,0.05549031,0.6405785,0.05760852,0.6607376
21.09917,0.05720727,0.6580369,0.0558388,0.6432997,0.05858379,0.6628415
21.19659,0.05777622,0.6602722,0.05619743,0.6458324,0.05947482,0.6648112
21.29782,0.05837637,0.6626169,0.05659668,0.6484502,0.06039657,0.6668879
21.39897,0.05895298,0.6649343,0.05699174,0.6510572,0.06123833,0.6689426
21.49638,0.05951984,0.6671246,0.05739557,0.653523,0.06203344,0.6708477
21.59744,0.06009738,0.6694,0.0578255,0.6560841,0.06282948,0.6728405
21.69857,0.06066367,0.6716152,0.05823905,0.6585683,0.06362445,0.67474
21.79972,0.06120526,0.6738999,0.05861022,0.6611804,0.06441377,0.6766588
21.89717,0.06172422,0.6761183,0.05894421,0.6636955,0.06519107,0.6785566
21.99834,0.06224149,0.6783617,0.05929163,0.6662574,0.06598713,0.6804183
22.09949,0.06273901,0.6806471,0.05959982,0.6688824,0.06677903,0.6823153
22.19696,0.06320635,0.6827969,0.05988954,0.6713961,0.06749193,0.6840639
22.29811,0.06369022,0.6849638,0.06021769,0.6738988,0.06822599,0.6858742
22.39928,0.06415379,0.6871605,0.06055125,0.6764372,0.06889009,0.6876565
22.4967,0.06459988,0.689164,0.06086713,0.678753,0.06951113,0.6893587
22.59769,0.06503697,0.6912871,0.06121194,0.6812075,0.07005994,0.6910982
22.69879,0.06543354,0.6933624,0.06153204,0.6836142,0.07054986,0.6928252
