Time Mass1 Mass2 Mass3 AvgRho1 AvgRho2 AvgRho3 AvgPrs1 AvgPrs2 AvgPrs3 AvgTem1 AvgTem2 AvgTem3
4.659743e+01 6.805394e+01 5.625132e+01 1.206652e+01 1.512054e+00 1.505705e+00 1.570537e+00 1.335801e-01 1.332745e-01 1.354423e-01 2.336839e-01 2.341358e-01 2.275968e-01
4.669908e+01 6.786153e+01 5.608409e+01 1.203690e+01 1.519883e+00 1.513826e+00 1.576969e+00 1.339102e-01 1.336285e-01 1.356439e-01 2.311198e-01 2.315640e-01 2.251629e-01
4.679754e+01 6.771172e+01 5.595553e+01 1.201356e+01 1.525855e+00 1.519827e+00 1.582492e+00 1.343528e-01 1.340950e-01 1.360314e-01 2.288662e-01 2.293148e-01 2.230651e-01
4.689847e+01 6.757872e+01 5.584284e+01 1.199251e+01 1.529775e+00 1.523388e+00 1.586997e+00 1.346302e-01 1.343645e-01 1.363556e-01 2.266101e-01 2.270526e-01 2.210627e-01
4.699964e+01 6.744052e+01 5.572599e+01 1.197070e+01 1.534760e+00 1.528064e+00 1.592636e+00 1.348584e-01 1.345740e-01 1.366659e-01 2.237217e-01 2.240769e-01 2.186443e-01
4.709879e+01 6.728506e+01 5.559394e+01 1.194650e+01 1.541350e+00 1.534503e+00 1.599655e+00 1.352261e-01 1.349330e-01 1.371208e-01 2.209819e-01 2.212432e-01 2.164769e-01
4.719842e+01 6.710409e+01 5.543937e+01 1.191851e+01 1.550839e+00 1.544216e+00 1.608901e+00 1.357498e-01 1.354779e-01 1.376873e-01 2.181059e-01 2.182293e-01 2.142530e-01
4.729849e+01 6.687203e+01 5.523898e+01 1.188306e+01 1.562053e+00 1.555916e+00 1.619235e+00 1.363981e-01 1.361709e-01 1.383192e-01 2.157015e-01 2.157156e-01 2.124691e-01
4.739894e+01 6.658928e+01 5.499395e+01 1.184004e+01 1.571034e+00 1.565085e+00 1.627471e+00 1.368316e-01 1.366218e-01 1.387484e-01 2.136256e-01 2.135869e-01 2.109338e-01
4.749969e+01 6.628275e+01 5.473074e+01 1.179230e+01 1.579727e+00 1.573476e+00 1.636329e+00 1.372653e-01 1.370411e-01 1.392430e-01 2.120719e-01 2.120185e-01 2.097741e-01
4.759832e+01 6.593424e+01 5.443208e+01 1.173729e+01 1.590289e+00 1.583852e+00 1.647007e+00 1.378935e-01 1.376538e-01 1.399162e-01 2.101688e-01 2.099777e-01 2.084384e-01
4.769737e+01 6.556299e+01 5.411329e+01 1.167853e+01 1.603951e+00 1.597826e+00 1.659693e+00 1.384609e-01 1.382099e-01 1.405146e-01 2.070064e-01 2.065571e-01 2.061288e-01
4.779727e+01 6.525210e+01 5.385166e+01 1.162672e+01 1.614273e+00 1.608369e+00 1.668735e+00 1.385900e-01 1.383304e-01 1.406659e-01 2.039973e-01 2.033597e-01 2.039781e-01
4.789783e+01 6.499199e+01 5.363984e+01 1.157981e+01 1.618809e+00 1.612903e+00 1.672035e+00 1.383548e-01 1.380704e-01 1.404668e-01 2.016088e-01 2.008621e-01 2.023903e-01
4.799961e+01 6.471794e+01 5.341494e+01 1.153146e+01 1.621231e+00 1.615435e+00 1.672414e+00 1.380236e-01 1.377189e-01 1.401170e-01 1.991925e-01 1.983534e-01 2.008503e-01
4.809709e+01 6.442674e+01 5.316876e+01 1.148322e+01 1.627895e+00 1.622932e+00 1.675508e+00 1.377558e-01 1.374621e-01 1.397587e-01 1.949727e-01 1.939226e-01 1.977691e-01
4.819999e+01 6.404086e+01 5.283406e+01 1.142241e+01 1.644400e+00 1.641474e+00 1.686622e+00 1.379183e-01 1.376866e-01 1.397264e-01 1.897470e-01 1.883324e-01 1.938724e-01
4.829951e+01 6.353208e+01 5.238563e+01 1.134437e+01 1.664691e+00 1.664302e+00 1.700840e+00 1.382831e-01 1.381332e-01 1.398727e-01 1.857743e-01 1.841041e-01 1.909048e-01
4.839862e+01 6.291923e+01 5.184362e+01 1.125074e+01 1.681098e+00 1.682790e+00 1.711803e+00 1.383953e-01 1.383121e-01 1.397862e-01 1.834718e-01 1.817557e-01 1.892116e-01
4.849742e+01 6.259254e+01 5.156100e+01 1.119909e+01 1.690291e+00 1.693154e+00 1.716821e+00 1.384697e-01 1.384392e-01 1.396651e-01 1.808452e-01 1.790917e-01 1.870784e-01
4.859886e+01 6.233054e+01 5.133680e+01 1.115712e+01 1.700031e+00 1.703998e+00 1.722487e+00 1.388099e-01 1.388397e-01 1.398085e-01 1.776079e-01 1.757749e-01 1.842952e-01
4.869955e+01 6.198606e+01 5.103734e+01 1.110362e+01 1.712646e+00 1.717887e+00 1.730830e+00 1.392559e-01 1.393484e-01 1.400206e-01 1.749341e-01 1.730770e-01 1.818369e-01
4.879830e+01 6.146275e+01 5.057433e+01 1.102493e+01 1.723585e+00 1.729907e+00 1.737850e+00 1.395934e-01 1.397207e-01 1.401183e-01 1.731396e-01 1.713163e-01 1.800479e-01
4.889705e+01 6.100017e+01 5.016578e+01 1.095571e+01 1.729694e+00 1.736438e+00 1.741167e+00 1.397973e-01 1.399428e-01 1.401256e-01 1.715617e-01 1.698065e-01 1.783038e-01
4.899879e+01 6.077058e+01 4.996994e+01 1.092033e+01 1.736799e+00 1.743941e+00 1.745529e+00 1.400472e-01 1.402263e-01 1.401475e-01 1.698761e-01 1.681952e-01 1.763361e-01
4.909755e+01 6.055770e+01 4.978922e+01 1.088730e+01 1.743386e+00 1.750716e+00 1.750271e+00 1.403736e-01 1.405769e-01 1.403027e-01 1.684032e-01 1.667997e-01 1.745577e-01
4.919930e+01 6.033865e+01 4.960381e+01 1.085290e+01 1.751653e+00 1.759074e+00 1.757222e+00 1.407886e-01 1.410105e-01 1.405626e-01 1.668762e-01 1.653844e-01 1.724857e-01
4.929806e+01 6.012377e+01 4.942241e+01 1.081872e+01 1.762544e+00 1.770072e+00 1.767050e+00 1.413512e-01 1.415865e-01 1.409905e-01 1.653462e-01 1.639769e-01 1.703718e-01
4.939980e+01 5.990175e+01 4.923562e+01 1.078309e+01 1.776493e+00 1.784251e+00 1.779876e+00 1.422681e-01 1.425332e-01 1.417559e-01 1.637753e-01 1.625383e-01 1.680865e-01
4.949856e+01 5.968703e+01 4.905592e+01 1.074835e+01 1.793103e+00 1.801060e+00 1.795256e+00 1.432265e-01 1.435271e-01 1.425576e-01 1.622113e-01 1.611166e-01 1.658787e-01
4.959733e+01 5.946475e+01 4.887066e+01 1.071184e+01 1.811259e+00 1.819426e+00 1.812383e+00 1.443572e-01 1.446877e-01 1.435349e-01 1.604953e-01 1.595450e-01 1.634618e-01
4.969911e+01 5.921910e+01 4.866718e+01 1.067034e+01 1.831981e+00 1.840514e+00 1.831942e+00 1.456543e-01 1.460409e-01 1.446394e-01 1.588197e-01 1.579945e-01 1.611098e-01
4.979789e+01 5.895830e+01 4.845310e+01 1.062467e+01 1.853198e+00 1.862279e+00 1.851972e+00 1.471293e-01 1.475843e-01 1.459124e-01 1.574018e-01 1.566638e-01 1.591321e-01
4.989963e+01 5.866336e+01 4.821324e+01 1.057147e+01 1.875226e+00 1.885039e+00 1.872323e+00 1.485179e-01 1.490540e-01 1.470542e-01 1.558118e-01 1.551616e-01 1.569245e-01
5.000000e+01 5.834814e+01 4.795752e+01 1.051413e+01 1.897064e+00 1.907704e+00 1.892223e+00 1.501072e-01 1.507366e-01 1.483626e-01 1.544845e-01 1.539046e-01 1.549626e-01
