Time Mass1 Mass2 Mass3 AvgRho1 AvgRho2 AvgRho3 AvgPrs1 AvgPrs2 AvgPrs3 AvgTem1 AvgTem2 AvgTem3
9.398562e+00 8.503962e+01 6.152670e+01 2.351171e+01 4.587033e+00 5.749714e+00 2.923166e+00 1.443897e-01 1.606559e-01 1.218791e-01 4.888867e-01 4.794280e-01 5.533807e-01
9.499394e+00 8.503963e+01 6.152670e+01 2.351171e+01 4.532700e+00 5.667641e+00 2.901973e+00 1.431861e-01 1.587242e-01 1.214259e-01 4.871084e-01 4.769312e-01 5.523776e-01
9.597266e+00 8.503963e+01 6.152670e+01 2.351171e+01 4.478003e+00 5.583771e+00 2.878798e+00 1.422981e-01 1.573879e-01 1.209641e-01 4.852961e-01 4.752026e-01 5.509581e-01
9.697937e+00 8.503964e+01 6.152670e+01 2.351173e+01 4.422327e+00 5.501888e+00 2.851936e+00 1.416673e-01 1.568190e-01 1.203189e-01 4.832428e-01 4.737643e-01 5.488116e-01
9.798529e+00 8.503964e+01 6.152670e+01 2.351176e+01 4.369229e+00 5.429440e+00 2.822113e+00 1.407099e-01 1.555607e-01 1.196942e-01 4.809492e-01 4.723758e-01 5.459525e-01
9.899043e+00 8.503964e+01 6.152670e+01 2.351178e+01 4.318279e+00 5.365710e+00 2.790122e+00 1.393467e-01 1.538901e-01 1.185868e-01 4.785810e-01 4.709649e-01 5.426413e-01
9.999476e+00 8.503965e+01 6.152670e+01 2.351180e+01 4.267103e+00 5.305568e+00 2.755806e+00 1.385211e-01 1.532812e-01 1.174695e-01 4.762045e-01 4.696136e-01 5.388478e-01
1.009983e+01 8.503964e+01 6.152670e+01 2.351181e+01 4.217488e+00 5.248030e+00 2.720702e+00 1.379136e-01 1.531222e-01 1.163967e-01 4.739962e-01 4.687924e-01 5.348119e-01
1.019723e+01 8.503958e+01 6.152670e+01 2.351177e+01 4.170936e+00 5.194668e+00 2.686457e+00 1.369845e-01 1.521458e-01 1.153165e-01 4.718806e-01 4.682327e-01 5.307309e-01
1.029742e+01 8.503924e+01 6.152670e+01 2.351147e+01 4.125636e+00 5.143936e+00 2.652224e+00 1.357665e-01 1.509529e-01 1.140711e-01 4.695901e-01 4.676655e-01 5.261904e-01
1.039751e+01 8.503842e+01 6.152670e+01 2.351069e+01 4.083029e+00 5.095455e+00 2.620568e+00 1.350735e-01 1.507358e-01 1.127308e-01 4.671731e-01 4.672977e-01 5.210090e-01
1.049876e+01 8.503784e+01 6.152670e+01 2.351013e+01 4.040679e+00 5.049173e+00 2.587928e+00 1.344043e-01 1.503515e-01 1.115725e-01 4.650655e-01 4.671834e-01 5.161724e-01
1.059879e+01 8.503761e+01 6.152670e+01 2.350991e+01 4.000078e+00 5.006792e+00 2.555800e+00 1.332882e-01 1.493772e-01 1.103618e-01 4.632401e-01 4.669474e-01 5.120207e-01
1.069880e+01 8.503744e+01 6.152670e+01 2.350975e+01 3.960794e+00 4.965885e+00 2.525363e+00 1.327937e-01 1.492980e-01 1.092553e-01 4.615047e-01 4.664814e-01 5.081986e-01
1.079878e+01 8.503697e+01 6.152669e+01 2.350929e+01 3.925654e+00 4.928652e+00 2.498528e+00 1.323739e-01 1.493619e-01 1.082805e-01 4.599199e-01 4.661689e-01 5.044424e-01
1.089876e+01 8.503627e+01 6.152668e+01 2.350860e+01 3.894141e+00 4.893720e+00 2.475378e+00 1.313850e-01 1.483664e-01 1.073858e-01 4.584552e-01 4.659283e-01 5.009221e-01
1.099875e+01 8.503594e+01 6.152668e+01 2.350827e+01 3.863575e+00 4.857130e+00 2.454132e+00 1.310140e-01 1.482056e-01 1.065906e-01 4.573587e-01 4.659012e-01 4.982568e-01
1.109870e+01 8.503578e+01 6.152668e+01 2.350811e+01 3.835756e+00 4.821963e+00 2.435470e+00 1.307945e-01 1.482734e-01 1.060210e-01 4.565741e-01 4.660636e-01 4.961875e-01
1.119862e+01 8.503535e+01 6.152667e+01 2.350768e+01 3.811247e+00 4.788319e+00 2.420728e+00 1.299257e-01 1.471667e-01 1.054552e-01 4.557060e-01 4.660863e-01 4.942329e-01
1.129851e+01 8.503387e+01 6.152667e+01 2.350620e+01 3.790202e+00 4.752836e+00 2.412541e+00 1.297251e-01 1.469090e-01 1.051575e-01 4.543377e-01 4.658152e-01 4.915291e-01
1.139835e+01 8.503296e+01 6.152667e+01 2.350529e+01 3.769024e+00 4.716599e+00 2.404896e+00 1.296878e-01 1.469382e-01 1.049442e-01 4.533495e-01 4.653458e-01 4.897918e-01
1.149809e+01 8.503248e+01 6.152666e+01 2.350480e+01 3.748415e+00 4.680194e+00 2.398423e+00 1.289851e-01 1.455509e-01 1.047744e-01 4.525729e-01 4.646145e-01 4.888763e-01
1.159774e+01 8.503202e+01 6.152665e+01 2.350431e+01 3.728446e+00 4.641321e+00 2.394605e+00 1.290101e-01 1.453395e-01 1.049117e-01 4.517358e-01 4.636847e-01 4.882318e-01
1.169729e+01 8.503045e+01 6.152655e+01 2.350250e+01 3.712218e+00 4.601702e+00 2.398519e+00 1.288607e-01 1.448141e-01 1.050751e-01 4.502541e-01 4.624951e-01 4.860742e-01
1.179968e+01 8.502782e+01 6.152642e+01 2.349960e+01 3.698032e+00 4.559525e+00 2.408450e+00 1.284388e-01 1.435308e-01 1.054157e-01 4.480662e-01 4.609092e-01 4.826672e-01
1.189906e+01 8.502447e+01 6.152629e+01 2.349610e+01 3.686146e+00 4.516892e+00 2.421889e+00 1.287418e-01 1.435482e-01 1.059177e-01 4.457036e-01 4.595521e-01 4.788553e-01
1.199835e+01 8.502100e+01 6.152621e+01 2.349255e+01 3.673917e+00 4.474255e+00 2.435167e+00 1.284361e-01 1.423565e-01 1.063168e-01 4.434827e-01 4.582923e-01 4.754846e-01
1.209756e+01 8.501795e+01 6.152616e+01 2.348946e+01 3.660674e+00 4.431978e+00 2.446913e+00 1.282825e-01 1.415976e-01 1.067752e-01 4.413477e-01 4.570656e-01 4.722689e-01
1.219973e+01 8.501710e+01 6.152612e+01 2.348857e+01 3.642044e+00 4.390331e+00 2.449930e+00 1.281965e-01 1.412134e-01 1.069690e-01 4.405650e-01 4.560913e-01 4.719060e-01
1.229917e+01 8.501645e+01 6.152607e+01 2.348788e+01 3.622617e+00 4.350703e+00 2.450917e+00 1.276228e-01 1.400279e-01 1.071355e-01 4.398693e-01 4.549432e-01 4.717177e-01
1.239865e+01 8.501579e+01 6.152600e+01 2.348717e+01 3.602776e+00 4.312125e+00 2.450780e+00 1.275083e-01 1.397909e-01 1.072066e-01 4.392221e-01 4.538616e-01 4.713497e-01
1.249821e+01 8.501505e+01 6.152585e+01 2.348639e+01 3.583146e+00 4.276407e+00 2.449361e+00 1.271252e-01 1.388920e-01 1.072900e-01 4.385549e-01 4.527906e-01 4.707594e-01
1.259792e+01 8.501384e+01 6.152553e+01 2.348524e+01 3.564726e+00 4.242465e+00 2.448499e+00 1.267536e-01 1.382815e-01 1.073501e-01 4.374211e-01 4.514139e-01 4.694690e-01
1.269768e+01 8.501124e+01 6.152510e+01 2.348281e+01 3.550442e+00 4.211750e+00 2.452138e+00 1.266987e-01 1.380737e-01 1.074037e-01 4.356624e-01 4.503803e-01 4.663302e-01
1.279744e+01 8.500750e+01 6.152463e+01 2.347928e+01 3.538890e+00 4.183049e+00 2.458860e+00 1.261635e-01 1.371777e-01 1.074832e-01 4.333156e-01 4.491448e-01 4.619874e-01
1.289743e+01 8.500203e+01 6.152415e+01 2.347402e+01 3.529258e+00 4.154323e+00 2.469445e+00 1.262728e-01 1.372118e-01 1.075650e-01 4.304866e-01 4.479367e-01 4.563555e-01
1.299758e+01 8.499787e+01 6.152374e+01 2.346998e+01 3.516306e+00 4.126071e+00 2.474070e+00 1.257744e-01 1.363749e-01 1.075461e-01 4.283566e-01 4.467520e-01 4.523127e-01
1.309787e+01 8.499435e+01 6.152340e+01 2.346653e+01 3.501753e+00 4.097014e+00 2.476448e+00 1.254717e-01 1.360648e-01 1.074011e-01 4.264348e-01 4.455116e-01 4.489890e-01
1.319832e+01 8.499113e+01 6.152309e+01 2.346336e+01 3.486707e+00 4.068535e+00 2.477736e+00 1.252035e-01 1.356389e-01 1.073386e-01 4.247112e-01 4.443941e-01 4.459543e-01
